ResponseID,NPS_Score,Overall_Satisfaction,Chat_Quality_Rating,Memory_Rating,Custom_GPTs_Rating,Voice_Mode_Rating,Image_Gen_Rating,Deep_Research_Rating,Model_Picker_Rating,Mobile_App_Rating,What_Dont_You_Like,What_Would_You_Like_Added,General_Comments,User_Type,Subscription_Tier,Primary_Use_Case,Usage_Frequency
191,5,3,4,3,3,4,5,3,1,2,"Model Picker is damn near useless. I'm paying for Enterprise and can't reliably switch between models without it breaking my workflow. Memory keeps losing context mid-conversation, which kills continuity when I'm building lesson plans. Mobile app is barely functional; it's supposed to support my weekly usage but it's clunky as hell.",Fix the Model Picker so it actually works seamlessly. Better memory persistence across sessions would help with iterative learning design work. Deep Research needs refinement; it's inconsistent and doesn't generate the polished outputs I need for educational content.,"Image Gen is solid, Voice Mode works fine. But for an Enterprise tier, there's too much friction in the core tools I actually rely on weekly. The platform feels not ready in places where it should be bulletproof at this price point.",Educator,Enterprise,Learning,Weekly
192,7,3,5,2,4,3,4,2,4,4,"Memory retention falls short for my research workflow. I frequently need to reference earlier conversations, but the system does not reliably recall context from previous sessions. Deep Research is similarly limited on the free tier, which undermines my ability to conduct thorough investigations. Voice Mode occasionally struggles with accuracy and feels underdeveloped compared to the text interface.","Improved memory functionality that persists across sessions would significantly enhance continuity for ongoing research projects. Unrestricted access to Deep Research features, even on a limited basis, would help me formulate better research questions. Better voice recognition and natural language handling in Voice Mode would make it a more viable alternative to typing.","Chat quality is excellent and makes the platform valuable for weekly use. Custom GPTs and the Model Picker work well when I need specialized tools. The mobile app performs competently, though it mirrors web limitations. My NPS of 7 reflects a product that delivers solid core functionality but feels constrained by tier restrictions and gaps in research-specific tools.",Professional,Free,Research,Weekly
193,10,3,4,5,5,1,4,4,5,5,"voice mode is completely broken for me. the recognition is garbage, it cuts off mid-sentence, and the latency makes it unusable when i'm doing research on the go. also hitting message caps on Plus tier during heavy research weeks is frustrating.","fix voice mode first, please. beyond that, would love deeper research access without waiting for the model or upgrading to Pro. better citation formatting in deep research outputs would save me hours on papers.",memory and model picker are legitimately perfect. custom GPTs got me through last semester's projects. worth the $20 for research workflow alone. voice mode tanks the score though; feels like it's just abandoned compared to everything else.,Student,Plus,Research,Weekly
194,4,4,4,2,3,4,4,4,5,3,"Memory feature is unreliable. It forgets context mid-conversation, which breaks continuity when I'm handling customer support tickets. Also, the 3-minute daily limit on Advanced mode cripples my ability to use it for actual work.",Persistent memory that actually works across sessions. Better mobile app parity with web. Lifting the Advanced time cap on Free tier would let me test features properly before upgrading.,"Model Picker is solid, but the rest feels not ready for daily professional use. I keep the app for quick tasks, but the limitations push me toward alternatives.",Professional,Free,Customer-support,Daily
195,9,5,4,3,4,3,4,5,3,4,Memory retention feels inconsistent; I often repeat context in writing sessions. Voice Mode's 3-minute limit is restrictive for daily use.,Better memory persistence across conversations would improve workflow continuity. Extended Voice Mode access for free tier users would support natural drafting.,"Deep Research and overall chat quality are exceptional for professional writing work. The free tier limitations are understandable, but memory gaps create friction in iterative writing projects.",Professional,Free,Writing,Daily
196,7,4,5,5,3,4,1,3,4,3,"Image Gen is essentially unusable for my workflow; the outputs are consistently poor quality and stylistically inconsistent. Deep Research underperforms compared to manual research for writing projects, it's shallow and often misses nuance. Custom GPTs feel limited in capability and training flexibility. Mobile app lags behind desktop significantly.",Better image generation models or integration with DALL-E 3 at higher fidelity. Deeper semantic analysis in Deep Research mode so it actually rivals manual research for fact-heavy writing. More granular control over Custom GPT behavior and memory persistence across sessions.,"Chat quality and Memory are really solid; they anchor my daily writing practice. Voice Mode works well for dictation drafts. Model Picker flexibility is valuable for switching between reasoning depth and speed. The $200/mo tier feels justified for unlimited Thinking and voice, but image and research features need elevation to match that investment level.",Professional,Pro,Writing,Daily
197,9,5,4,5,4,2,5,5,4,5,Voice Mode quality is inconsistent and limited to 3 minutes daily on the free tier. The voice synthesis sounds robotic compared to what I need for creative projects.,Better voice options and longer daily limits would help significantly.,The image generation and deep research capabilities are exceptional for creative work. Memory function performs reliably. Strong recommendation despite voice limitations.,Professional,Free,Creative,Daily
198,7,4,5,4,2,5,5,3,4,1,"The mobile app is essentially unusable for my workflow. I'm doing daily research, and having a broken mobile experience defeats the purpose of a subscription tier that's supposed to enable flexibility. Deep Research also underperforms; the depth promised doesn't match reality for complex topics. Custom GPTs feel not ready, the builder is clunky and the resulting GPTs don't behave consistently enough for professional work.","Fix the mobile app first; it's a 1/5 for a reason. Second, Deep Research needs serious improvement, better source synthesis and fewer hallucinations would make it worth the Plus tier cost. Third, give Custom GPTs better debugging tools and more granular control over behavior so they're actually reliable for repeated research tasks.","Chat quality and Voice Mode are really excellent; those are the reasons I stay subscribed. However, the Plus tier pricing assumes you'll use everything smoothly, and gaps in Custom GPTs, Deep Research, and mobile create real friction for daily research work. The message caps hit me regularly on heavy days. You're solid on conversational AI, though the supporting features need maturity before they justify the cost structure.",Professional,Plus,Research,Daily
199,6,5,4,5,2,1,5,5,2,3,"Voice Mode is basically unusable for me; the quality drops dramatically and it feels clunky compared to text. Custom GPTs also feel not ready, the builder interface is confusing and they don't perform as well as I'd hoped. Model Picker is limited too, especially for creative work where I need more granular control.","Better Voice Mode quality and responsiveness. An improved Custom GPT builder with clearer workflows and better performance. More model options in the picker, especially specialized ones for creative projects like writing, design, and worldbuilding.","Image Gen and Deep Research are FANTASTIC, honestly carrying the subscription for me. Memory works perfectly for my creative process. But the NPS score reflects the frustration; I'm hitting message caps on heavy creative days and some core features feel unfinished. Plus tier promises a lot but Voice Mode and Custom GPTs need serious work to justify the $20.",Creator,Plus,Creative,Monthly
200,5,4,3,2,5,5,3,4,3,4,"Memory is basically useless on the Free tier; it forgets context within the same creative project, forcing me to re-explain brand guidelines and design direction constantly. Chat quality feels inconsistent too, sometimes the model outputs are sharp, other times responses are generic. Image Gen keeps producing oddly-proportioned assets that need heavy editing in Figma before they're usable.","Persistent memory that actually carries across sessions without expiring. Right now I'm creating mood boards and campaign briefs, but I can't build on previous work without manually pasting everything back in. Also, deeper model picker control, let me lock to specific models for specific tasks instead of guessing which one handles art direction best.","Custom GPTs and Voice Mode are legitimately excellent; they're the reasons I haven't ditched the platform entirely. But the Free tier caps Advanced to 3 minutes daily, which kills creative workflows that need sustained iteration. Deep Research is solid but feels locked behind a paywall I can't justify on monthly usage. If memory worked properly, I'd upgrade in a heartbeat.",Professional,Free,Creative,Monthly
201,7,5,2,2,4,4,3,4,5,3,"Chat quality feels inconsistent; responses meander when I need precise technical explanations for learning. Memory system is broken for my workflow, can't reliably reference past conversations even within a session. Image gen is mediocre for diagrams I need.",Better context retention across chats so I don't repeat setup each time. Persistent memory that actually works would transform the learning experience. Ability to export conversation threads as structured docs for my knowledge base.,"Model Picker is excellent; swapping between the model, ChatGPT, the tool for different research tasks saves time. Deep Research covers most gaps. Voice Mode works well for walking through code snippets. Hit message caps regularly on Plus tier even though learning workflow needs sustained iteration.",Professional,Plus,Learning,Daily
202,9,3,2,3,4,5,5,5,1,2,"The Model Picker is basically unusable for me; I can't tell what each model actually does or when to pick one over another. Also the mobile app feels clunky and disconnected from the desktop experience, which kills my workflow when I'm out. Chat quality has been inconsistent too, especially with creative prompts that need nuance.","Better memory that actually sticks across sessions would be huge, tbh. Right now I'm constantly re-explaining my creative direction. Also deeper research access without the throttling; I hit my limits fast on Plus and don't wanna jump to Pro.","Voice Mode and Image Gen are legitimately stellar, and custom GPTs let me build exactly what I need for my creative projects. The high NPS is real because those features are that good, but the overall experience drags when core stuff like the model picker and mobile app don't pull their weight. It's kinda frustrating because you've nailed some things and left others not ready.",Creator,Plus,Creative,Weekly
203,8,4,2,4,3,4,4,4,4,3,"Chat quality is honestly my biggest frustration. Responses sometimes miss the nuance of customer support scenarios, and I end up rewriting prompts multiple times. The mobile app feels clunky compared to web, and the Free tier's 3-minute daily Advanced limit kills my workflow when I'm helping multiple customers back-to-back.","Better context retention between sessions! Memory works okay but struggles with multi-turn support conversations. Also, custom GPTs at Free tier would be HUGE for building templates specific to customer issues I handle daily. Deep Research needs less restriction; I hit the caps too fast.","NPS 8 because it's really useful for drafting responses and research, but the chat quality gaps and tier limitations hold it back from being great. Voice Mode and Image Gen are solid! If the conversation engine improved, this would be my go-to tool for customer support work.",Student,Free,Customer-support,Daily
204,4,5,4,2,4,4,5,3,4,5,"The memory feature is unreliable for my research workflow. It frequently forgets context between sessions, forcing me to re-explain my project scope and methodologies. Deep Research also feels limited; I often hit paywalls or incomplete results when investigating niche topics. Additionally, I sometimes exhaust my message caps on heavy research days despite the Plus tier, which is frustrating when I'm in the middle of analysis.","Persistent, searchable memory across all conversations would transform how I conduct research. I would also appreciate expanded deep research access without additional paywalls, since that is core to my use case as a student. Better integration between custom GPTs and research tools would streamline my workflow significantly.","Image generation and the mobile app are excellent; both work flawlessly for my needs. Chat quality is solid overall, though occasional hallucinations in research contexts require verification. The model picker gives me good control. At the Plus tier price point, I expect memory and research depth to be more reliable. I'm still evaluating whether to maintain my subscription or downgrade.",Student,Plus,Research,Weekly
205,4,5,4,4,5,1,4,3,5,2,"voice mode is basically unusable. audio quality drops, it cuts me off mid-sentence, and the latency kills the whole point of talking instead of typing. mobile app is equally rough; crashes on longer sessions when i'm writing on the go. deep research feels limited for the price; hits paywalls constantly.","fix voice mode entirely or be honest about its beta status. native offline writing drafts on mobile so i'm not stuck waiting for syncs. deeper research access bundled in plus tier, or clearer limits upfront so i stop expecting more.",custom gpts and model picker carry the experience. chat quality is solid for writing work but voice and mobile drag the whole thing down. at $20/mo i shouldn't be this frustrated with core features.,Professional,Plus,Writing,Daily
206,2,4,4,3,2,2,4,5,2,3,"The Custom GPTs feature feels kinda limited for what we're paying at Enterprise. Model Picker is frustrating too, switching between ChatGPT and GPT models shouldn't require digging through menus. Voice Mode quality is inconsistent; sometimes it's helpful for brainstorming on the fly, other times the responses feel off. Memory also seems to drop context I think I'd already established, which breaks the flow when iterating on ideas.","Better model selection without friction, maybe a sidebar toggle or quick-switch. Custom GPTs could use more control over system prompts and knowledge base integration. Some kind of conversation branching for brainstorming would help; sometimes I want to explore multiple directions simultaneously without losing the original thread.","Deep Research is really valuable for the brainstorming phase; Image Gen pulls its weight too. Overall the platform works but there's friction in the daily workflow. For Enterprise pricing, I'd expect the less polished features to feel more mature. NPS is low because the gaps are noticeable when you're using it every day.",Developer,Enterprise,Brainstorming,Daily
207,6,4,4,1,1,4,4,4,3,4,"Memory is basically broken for my workflow. I rely on it to retain project context across sessions, but it constantly forgets custom GPT configurations and previous conversation threads. Custom GPTs themselves are underwhelming too; the builder feels clunky and I hit rate limits that make iteration painful. Model Picker is inconsistent, sometimes the model gives me better results than the model, sometimes it's the opposite, so I waste time switching.","Persistent, reliable memory that actually sticks across days and doesn't require me to re-paste context. A proper version control system for Custom GPTs so I can iterate without losing work. Better token efficiency or higher caps on Plus tier since I'm maxing out on heavy research days.","Voice Mode and Deep Research carry this subscription for me; they're really solid. But the core productivity features, memory and custom automation, are dragging down the value proposition. At $20/mo I need these to work flawlessly, not feel like beta features. I'm on the fence about renewing.",Professional,Plus,Productivity,Daily
208,4,4,4,5,4,4,3,4,4,4,"Image generation feels kinda limited compared to the other tools. I hit my message caps pretty often on heavy support days, which is frustrating since I'm on Plus. Deep research access being limited sometimes leaves me wanting more when I'm helping customers dig into complex issues.",I think image gen could use better quality or more customization options. Higher message caps would help; maybe a tiered system based on actual usage patterns instead of flat limits.,"Memory feature is solid for customer support workflows, which is where I lean most. Custom GPTs work well enough, though the model picker could be more intuitive. Overall I'm kinda on the fence about renewing at this price point given some of the gaps.",Professional,Plus,Customer-support,Daily
209,10,3,4,4,2,5,3,4,3,2,"Mobile app feels clunky compared to web, kinda defeats the productivity goal when I'm on the go. Custom GPTs tier limits are frustrating since I can't build my own tools. Image gen is just okay, nothing special.",Better mobile experience would be huge for workflow. Also wish the free tier let me create at least one custom GPT; even that would help with repetitive tasks.,"Voice mode is seriously top-notch, tbh that alone keeps me coming back. Deep research is solid too. Would def recommend to anyone who needs quick productivity boosts, but the paywall on GPT creation and app limitations hold it back from being a full 5.",Professional,Free,Productivity,Weekly
210,10,4,5,2,1,4,5,3,4,2,"The memory feature is pretty spotty, tbh. When I'm helping students with repeated questions, I end up re-explaining stuff because it doesn't retain context well. Also the mobile app feels clunky compared to web, and custom GPTs being locked behind paid tiers is frustrating when I could use those for student templates.",Better memory persistence would be huge for customer-support workflows. Maybe a way to save conversation templates or quick-access responses that work on mobile too. Even just improving how the app syncs between devices would help.,"Honestly the chat quality and image generation are stellar, so I give it a 10 for NPS and recommend it constantly. Voice mode works great for my use case. The free tier limitations make sense, but if memory got better I'd probably upgrade; right now those lower-tier features kinda hold it back from being a 5/5 overall.",Educator,Free,Customer-support,Weekly
211,4,4,3,3,2,3,5,5,5,5,"chat quality feels inconsistent for customer support work. Memory function drops context too often, which kills my workflow. Custom GPTs are locked behind paid tiers anyway, so that's frustrating. Voice Mode needs way better accuracy for quick responses.",unlock more advanced features on Free tier or at least bump the 3-min daily limit. better context retention across conversations would be HUGE. voice accuracy improvements would help me handle support tickets faster.,"Image Gen and Deep Research are fantastic! Model Picker is solid. Mobile app works great. but the core chat experience needs work, especially for professionals handling support requests daily. considering an upgrade but only if reliability improves!",Professional,Free,Customer-support,Daily
212,10,4,4,5,5,1,5,4,3,2,"Voice Mode feels underdeveloped and disconnected from my workflow. The audio quality is poor, and the experience doesn't justify the limitation caps. The Mobile App lags significantly compared to the web version, which defeats the purpose of having it available.","Improved voice recognition and a smoother audio experience would make Voice Mode actually usable. Access to custom GPTs on the free tier would be valuable, especially since I create content regularly and would benefit from building specialized tools.","I recommend this platform to friends because the core writing capabilities are solid. Memory retention is exceptional, and Image Generation produces excellent results. The Model Picker could be more intuitive though. Deep Research is useful but feels constrained by the free tier limitations. The fundamentals are strong, and addressing the voice and mobile gaps would elevate this significantly.",Creator,Free,Writing,Weekly
213,4,2,5,3,3,4,4,4,4,4,"The overall experience feels limited for my daily writing work. I'm restricted to three minutes of Advanced Voice per day, which is frustrating when I'm actively creating content. Memory functionality seems inconsistent; it doesn't retain context as reliably as I need for long-form projects. The free tier restrictions on deep research capabilities significantly hamper my ability to fact-check and develop substantive pieces.","Extend Voice Mode limits for creators on the free tier, or offer a more accessible paid option. Improve memory persistence so it reliably maintains project context across sessions. Enable deeper research features that don't require a paid subscription, especially for writers who need to validate information.","Chat quality is exceptional and keeps me using the platform daily. However, the free tier feels increasingly restrictive for serious creative work. I'm considering a paid plan, but the feature gaps make it difficult to justify the investment when I'm not sure the upgrades will meaningfully improve my writing workflow.",Creator,Free,Writing,Daily
214,10,5,5,4,3,4,3,5,2,2,"Mobile app is basically unusable compared to web, which defeats the purpose of having it. Model Picker interface is confusing and honestly just extra friction when I'm trying to write. Image Gen feels not ready for the free tier.","Better mobile experience. Right now I just use web on my phone anyway. Also, clearer labeling on which model handles what task would save time when switching between writing different pieces.",Deep Research and chat quality are stellar for essays and assignments. Memory works well enough to keep context across my weekly sessions. Worth the free tier entirely; already recommending to everyone in my class.,Student,Free,Writing,Weekly
215,6,5,2,3,2,5,3,2,4,2,"Chat quality feels inconsistent, especially for learning tasks where I need reliable, detailed responses. Deep Research is kinda limited compared to what I'd hoped at this tier. Custom GPTs aren't as useful as I thought; building them feels clunky. Mobile app could be way better for daily use.",Better chat consistency would help a ton for my learning workflow. More robust deep research features without hitting paywalls so quickly. Maybe improved custom GPT templates or easier fine-tuning options would make them actually worth the effort.,"Voice Mode is really fantastic and keeps me subscribed, but I'm sometimes frustrated that other features lag so far behind. I think the $20/mo tier promises more than it delivers in several areas. Model Picker works well though. Might reconsider if chat quality and research depth don't improve soon.",Professional,Plus,Learning,Daily
216,10,4,5,4,3,3,3,1,4,4,Deep Research falls short for my customer-support work; it lacks the depth I need to craft thorough responses. Voice Mode and Image Gen feel underdeveloped compared to chat quality.,Better research capabilities on the Plus tier. Custom GPTs need more refinement for reliable deployment in support workflows.,"Chat quality is exceptional and Memory works well enough. I recommend this to colleagues, though the tier still hits message caps on heavy weeks.",Educator,Plus,Customer-support,Weekly
217,6,5,3,3,3,4,4,4,4,4,"Chat quality feels inconsistent, kinda hits or misses on coding help. Memory doesn't really stick between sessions, which is frustrating when I'm iterating on projects. Custom GPTs are okay but I think they could be more reliable.",Better context retention for coding workflows. Maybe some kind of persistent workspace or project memory that actually remembers my codebase patterns across chats.,"Voice mode and image gen are solid. I'm on Plus and hit message caps pretty often, which is annoying. Overall experience is fine but not quite worth the $20 some months.",Professional,Plus,Coding,Daily
218,9,3,3,2,2,4,4,4,5,4,"Memory feels kinda unreliable for my creative projects; I'll reference something from last week and it gets lost. Custom GPTs are also underwhelming honestly, they don't seem to retain context the way I'd hoped. Plus tier still caps out on heavy usage days when I'm in a creative flow.","Better memory persistence would be huge, especially for ongoing creative briefs and character development. Maybe some way to build more sophisticated custom GPTs without needing to wrestle with the interface so much.","I think Voice Mode and Image Gen are where the real value sits for me right now. Model Picker is excellent, makes it easy to switch depending on what I need. Overall the product feels like it's getting there, but the fundamentals around context retention kind of hold it back from being truly seamless for creative work.",Professional,Plus,Creative,Daily
219,1,2,2,5,4,5,5,5,5,5,"The chat quality remains inconsistent for research workflows. Responses often lack the depth and nuance required for academic inquiry, and context retention becomes problematic in longer sessions despite the Memory feature working well.","Better integration of research tools directly within chat, such as citation formatting and automated source tracking. Enhanced filtering options in the Model Picker to surface research-specific configurations would streamline my daily work.","The specialized features like Deep Research, Voice Mode, and Image Generation are exceptional and justify much of our Enterprise investment. However, the foundational chat experience needs improvement. For educators conducting research at scale, the disconnect between premium tools and core conversation quality is frustrating.",Educator,Enterprise,Research,Daily
220,8,5,5,3,4,4,5,5,5,1,"the mobile app is basically unusable for me. i need to write on the go and it just doesn't cut it; the desktop experience is SO much better that i end up avoiding my phone entirely. also memory feels pretty limited when i'm working on longer writing projects, it doesn't retain enough context between sessions.","better mobile functionality would be HUGE, honestly a complete redesign. and maybe deeper memory integration for writing workflows, so it actually remembers character details, plot threads, and my style preferences across multiple sessions without me re-explaining everything.","image gen and deep research are absolute standouts! the model picker is fantastic for switching between tools on the fly. custom gpts are solid too, though voice mode could use some refinement. great for weekly writing sessions and research deep-dives; just wish the mobile side didn't feel so neglected.",Hobbyist,Plus,Writing,Weekly
221,3,4,4,3,3,1,4,1,4,4,"Voice Mode is essentially unusable for my workflow; the latency and transcription errors kill productivity when I'm drafting outlines orally. Deep Research is locked behind what feels like a paywall even on Plus, and the few times I've accessed it, the citations are inconsistent. Custom GPTs haven't lived up to the hype either, they're finicky to iterate on and often regress when I tweak prompts.","A proper voice-to-text pipeline with real-time feedback for writing sessions, not just chat. Better memory context windows for long-form projects; I lose continuity across multi-day writing sprints. Deeper research capabilities bundled into Plus without arbitrary caps, especially for fact-checking long-form content.",Model Picker and Mobile App are solid. Image Gen handles reference sketches well for my process. But the NPS is low because Plus feels like it's hitting its ceiling fast. Weekly usage means I'm rationing features instead of working naturally. The gap between Plus and Pro is too aggressive.,Professional,Plus,Writing,Weekly
222,7,5,2,4,3,4,4,5,3,4,"chat quality's the real weak point. responses feel generic and repetitive; when i'm iterating on creative briefs or ad copy, i need sharper, more nuanced outputs. the model picker helps but swapping between different models variants shouldn't be this clunky. plus tier caps out fast on heavy research days even with the bump, hit them mid-week constantly.",better memory that actually tracks creative preferences and project context across sessions. custom gpts are not ready; i want deeper control over system prompts and the ability to chain agents for workflow automation. deep research access should go beyond the limited tier for plus subscribers doing serious competitive analysis.,"voice mode's solid for brainstorming, image gen's useful for mockups. deep research is really the star feature here. nps of 7 because the platform's useful and voice plus research keep me subscribed, but chat quality drags down what could be a 9. for monthly creative sprints i'm not getting the consistency i need.",Professional,Plus,Creative,Monthly
223,5,5,4,4,4,5,2,3,3,5,"Image generation feels kind of limited compared to what I'd expect at this tier. The outputs are sometimes inconsistent, and I think the quality lags behind competitors. Deep Research is also underwhelming; it's supposed to help with learning but the results feel kinda shallow and I hit message caps frequently even with Plus.",Better image generation or at least more control over style and consistency would be huge. I'd also like deeper research capabilities that actually surface novel insights instead of surface-level summaries. Maybe a way to extend message limits on heavy research days without jumping to Pro.,"Voice Mode and the mobile app are excellent, which keeps me using it daily for learning. Custom GPTs work well too. The core experience is solid but I think some features feel not ready for the price, and I'm sometimes frustrated enough to consider whether this subscription still makes sense.",Professional,Plus,Learning,Daily
224,8,5,5,4,4,3,4,4,1,3,"Model Picker is basically broken; I can't meaningfully choose between different models, or 4 Mini for my lesson prep workflow. Voice Mode caps at 3 min Advanced daily, which is frustrating when I'm drafting course content verbally. Mobile app feels like a stripped-down web version; no real optimization for on-the-go teaching.",Unlock full Voice Mode on Free tier or extend the Advanced limit significantly. Custom GPTs creation for educators would let me build subject-specific tutoring assistants without upgrading. Better model selection UI so I can actually compare reasoning depth for learning materials.,"Chat quality is solid for classroom prep; Deep Research helps fact-check curriculum. NPS 8 because the platform works well day-to-day, but feature gates on Free tier create friction for daily educator use. Memory is decent but inconsistent across sessions.",Educator,Free,Learning,Daily
225,8,4,3,1,1,2,1,4,5,2,"Memory is basically broken for my workflow. I brainstorm daily, build on previous sessions, and having zero context carryover defeats the purpose. Custom GPTs also feel not ready; the builder is clunky and my saved configs rarely behave consistently. Voice Mode stutters on mobile, and Image Gen quality doesn't justify the token spend when I could use Midjourney.",Real persistent memory that actually threads context across sessions instead of starting fresh every time. Better Custom GPT versioning and testing before deployment. Mobile app needs the same latency optimization you've clearly applied to web; it's noticeably slower.,"Model Picker is excellent, lets me route brainstorm tasks to the model for logic or the model for speed. Deep Research actually delivers on the promise when you need sources. But I hit message caps on heavy ideation days even on Plus tier. The gap between what works (research, model selection) and what doesn't (memory, custom tools) is frustrating enough that I'm exploring alternatives for continuity-heavy projects.",Professional,Plus,Brainstorming,Daily
226,4,1,5,4,2,5,4,4,4,4,"Custom GPTs feel underdeveloped for my writing workflows. The feature set is limited compared to what I expected at the Plus tier, and I struggle to build tools that actually improve my output.",Better customization depth in GPT builder; more granular control over behavior and outputs so I can create really useful writing assistants.,Chat and Voice Mode are excellent and justify part of my subscription. The low overall score reflects frustration with Custom GPTs and hitting message caps despite paying for Plus. I'm reconsidering the value proposition.,Professional,Plus,Writing,Monthly
227,9,5,2,5,3,4,4,3,3,3,Chat quality is inconsistent. Sometimes responses miss the mark on coding problems when I need precise solutions.,Better code debugging! Memory is fantastic but I'd love smarter error handling in responses.,Memory feature is AMAZING for tracking my teaching materials! Voice Mode works great too. Would recommend!,Educator,Plus,Coding,Monthly
228,7,4,1,5,4,3,1,4,5,5,"chat quality is rough tbh. responses feel kinda generic and sometimes miss the nuance in coding questions, which is frustrating when i'm debugging something specific. image gen is basically unusable for what i need. voice mode has lag issues on mobile that make it less reliable than just typing.",better context retention between sessions would be huge; memory's solid but it resets in ways that feel arbitrary. also the message caps still bite me on heavy coding days even with Plus. maybe smarter filtering so less important stuff doesn't count against the limit.,"model picker and mobile app are really stellar, makes it easy to switch between ChatGPT 3.5 for coding vs other models when i need them. deep research is solid for learning new frameworks. nps is 7 because it works and saves me time most days, but the chat quality issue keeps it from being something i'd enthusiastically recommend to other devs.",Hobbyist,Plus,Coding,Daily
229,8,1,5,4,4,4,1,4,4,4,"Image generation is absolute garbage. I don't know what algorithm you're running but it can't produce anything usable for customer support materials. Meanwhile I'm hitting message caps constantly on the Plus plan, which is damn frustrating when you're juggling multiple support queues.","Bump up the message limits or let us roll over unused ones. Better image gen would help too, right now I'm outsourcing that work anyway. And deeper research access without the throttling would cut my context-switching headaches in half.","Chat quality carries the whole thing. Memory and custom GPTs work fine for building reusable support responses, but you're nickel-and-diming features that should ship with Plus at this price point. It's functional. Not thrilled, but I'm not leaving either.",Professional,Plus,Customer-support,Daily
230,9,4,5,4,3,3,1,4,3,3,"Image generation is basically unusable for my brainstorming workflows; the output quality doesn't match other tools. Voice Mode feels clunky too, latency breaks the conversational flow I'm paying Pro for. Custom GPTs have potential but the builder interface needs refinement; creating specialized brainstorming agents should be smoother.","Better image quality as standard, not an afterthought. Voice Mode needs lower latency and more natural interruption handling. The Model Picker could show performance metrics per use case so I pick the right engine for brainstorming versus research versus writing.","Chat quality and Deep Research are really stellar; they anchor my daily creative process. Memory works well though occasional context gaps appear in long sessions. I'd recommend this at Pro level, though the feature set feels slightly uneven across domains. The brainstorming experience is strong but those weak spots (image gen especially) hold back a 5-star rating.",Creator,Pro,Brainstorming,Daily
231,4,3,2,4,2,3,3,4,4,4,"Chat quality has been inconsistent, especially for technical deep-dives. I'm hitting hallucinations when reasoning through architecture decisions, which defeats the purpose of using this for learning complex systems. Custom GPTs feel not ready; I've built three for domain-specific research workflows but they often regress to base model behavior when I need them to maintain context. Message caps on Plus still throttle my workflow on heavy research weeks.","Better context retention in custom GPTs. I need them to persist learned patterns across conversations, not reset. Full voice mode for custom GPTs would unlock serious potential for my learning process. Also, expand deep research beyond the current limited tier or add usage clarity so I know when I'm about to hit the wall.",The model picker and deep research are solid features driving real value. Memory works well for continuity. But chat quality regressions and not ready custom GPT implementation make the Plus tier feel overpriced at $20/mo when I'm essentially working around core functionality rather than leveraging it. I'm evaluating whether to stick around.,Professional,Plus,Learning,Weekly
232,6,1,1,4,4,1,5,3,4,5,"Voice Mode is completely broken for my workflow. Real-time coding discussions fail constantly; latency kills productivity. Chat quality tanked after recent updates, responses feel generic and unhelpful for debugging. Deep Research caps are useless when I need comprehensive API documentation analysis.",Reliable voice for pair-programming sessions. Better context retention across coding projects in memory. Uncapped Deep Research for Plus tier; current limits force downgrade consideration.,"Image Gen and mobile app are solid. Custom GPTs save time for repetitive tasks. But Plus feels neutered when Voice Mode fails and research hits walls constantly. At $20/mo, these gaps make me evaluate alternatives every renewal cycle.",Professional,Plus,Coding,Weekly
233,8,5,5,1,4,1,3,4,2,3,Memory is basically broken for my research workflow. I constantly have to re-explain context and it defeats the purpose of a daily assistant. Voice mode is also pretty unusable; the lag and accuracy issues make it frustrating when I'm multitasking. Model picker feels clunky too.,Fix memory so it actually retains research threads across sessions. Smooth out Voice Mode because right now it's a 1/5 experience. Plus tier should get better deep research access; I keep hitting limits when diving into complex topics.,"Chat quality is EXCELLENT and custom GPTs are super solid for building research tools! Deep research helps a lot. The inconsistencies in other features hold it back from being truly great, but the core is solid.",Educator,Plus,Research,Daily
234,7,2,3,5,5,3,4,4,5,4,"Chat quality feels inconsistent for writing tasks; responses sometimes miss nuance on essay structure and pedagogical framing. Voice Mode caps at 3 minutes on Free tier, which kills workflow for longer lectures or detailed feedback loops. The message limits are restrictive for iterative writing collaboration.","Persistent memory across chat sessions would be massive for tracking student writing patterns and my grading rubrics. Access to custom GPTs creation on Free tier, or at least a higher message cap per day. Deep Research integration directly in the chat composer instead of a separate tab.",Model Picker is solid for switching between different models depending on the task complexity. Image Gen handles pedagogical diagrams well enough. The frustration is the paywall on features that would transform my teaching workflow; Free tier feels like a demo after the first month of use.,Educator,Free,Writing,Weekly
235,5,3,5,3,5,5,4,4,2,3,"The model picker is kind of a mess tbh. I'm paying for Plus and I still can't reliably pick which model to use without it defaulting or getting confused, which kills my workflow when I'm juggling multiple research projects. Also the message caps are super restrictive on heavy days, and memory feels inconsistent, sometimes it remembers context from earlier conversations, sometimes it just blanks on stuff I told it yesterday.","Fix the model picker interface first, because right now it's more friction than help. I'd also love persistent memory across longer sessions without having to re-explain things constantly. Maybe a better way to organize or prioritize which conversations get memory slots?","The chat and voice features are really stellar, and custom GPTs have been a real lifesaver for my teaching prep. Image gen is solid too. But the inconsistencies in the foundation stuff, memory, interface design, rate limits, make me question if Plus is worth the $20 when I keep hitting walls. If these pain points got smoothed out I'd probably stick around longer.",Educator,Plus,Productivity,Daily
